candidate_query,normalized_intent,body_area,symptom,situation,timing,closest_existing_url,closest_existing_topic,overlap_risk,unique_intent,medical_value,commercial_relevance,funnel_target_url,red_flag_sensitivity,recommended_action,priority,notes
Körper fröstelt trotz warmer Kleidung,körper: fröstelt trotz warmer kleidung,Körper,fröstelt,trotz warmer Kleidung,,/beschwerden/eisenmangel/,Eisenmangel – TCM-Begleitung,low,yes,medium,medium,/beschwerden/eisenmangel/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Körper zuckt am ganzen Körper,körper: zuckt am ganzen körper,Körper,zuckt,am ganzen Körper,,/beschwerden/stress-burnout/,Stress & Burnout,low,yes,medium,medium,/beschwerden/stress-burnout/,medium,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Körper zuckt beim Einschlafen,körper: zuckt beim einschlafen,Körper,zuckt,beim Einschlafen,,/beschwerden/stress-burnout/,Stress & Burnout,low,yes,medium,medium,/beschwerden/stress-burnout/,medium,REVIEW_MANUALLY,P3,"P3: Einschlafzuckungen sind gutartig und erklärbar, aber kommerziell schwach."
Körper zuckt in einzelnen Muskeln,körper: zuckt in einzelnen muskeln,Körper,zuckt,in einzelnen Muskeln,,/beschwerden/stress-burnout/,Stress & Burnout,low,yes,medium,medium,/beschwerden/stress-burnout/,medium,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Leiste zieht beim Gehen,leiste: zieht beim gehen,Leiste,zieht,beim Gehen,,/beschwerden/hueftschmerzen/,Hüftschmerzen,medium,yes,medium,medium,/beschwerden/hueftschmerzen/,medium,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Leiste zieht beim Heben des Beins,leiste: zieht beim heben des beins,Leiste,zieht,beim Heben des Beins,,/beschwerden/hueftschmerzen/,Hüftschmerzen,medium,yes,medium,medium,/beschwerden/hueftschmerzen/,medium,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Leiste zieht beim Husten,leiste: zieht beim husten,Leiste,zieht,beim Husten,,/beschwerden/hueftschmerzen/,Hüftschmerzen,medium,yes,medium,medium,/beschwerden/hueftschmerzen/,medium,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Mund ist trocken morgens,mund: ist trocken morgens,Mund,ist trocken,morgens,morgens,/beschwerden/schlafprobleme/,Schlafprobleme,low,yes,medium,medium,/beschwerden/schlafprobleme/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Mund ist trocken nachts,mund: ist trocken nachts,Mund,ist trocken,nachts,nachts,/beschwerden/schlafprobleme/,Schlafprobleme,low,yes,medium,medium,/beschwerden/schlafprobleme/,none,REVIEW_MANUALLY,P3,P3: Mundatmung/Schnarchen/Medikamente; Link schlafprobleme.
Mund ist trocken trotz Trinken,mund: ist trocken trotz trinken,Mund,ist trocken,trotz Trinken,,/beschwerden/schlafprobleme/,Schlafprobleme,low,yes,medium,medium,/beschwerden/schlafprobleme/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Nacken knirscht bei jeder Bewegung,nacken: knirscht bei jeder bewegung,Nacken,knirscht,bei jeder Bewegung,,/beschwerden/nackenschmerzen/,Nackenschmerzen,low,yes,medium,medium,/beschwerden/nackenschmerzen/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Nacken knirscht beim Drehen des Kopfes,nacken: knirscht beim drehen des kopfes,Nacken,knirscht,beim Drehen des Kopfes,,/beschwerden/nackenschmerzen/,Nackenschmerzen,low,yes,medium,medium,/beschwerden/nackenschmerzen/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Nacken schmerzt beim Drehen nach rechts,nacken: schmerzt beim drehen nach rechts,Nacken,schmerzt,beim Drehen nach rechts,,/beschwerden/nackenschmerzen/,Nackenschmerzen,high,no,medium,low,/beschwerden/nackenschmerzen/,none,SUPPORTING_SECTION,P3,P3: bewegungsabhängiges Muster besser als Abschnitt auf /beschwerden/nackenschmerzen/; eigene Seite nur mit GSC-Beleg.
Nägel sind brüchig mit Rillen,nägel: sind brüchig mit rillen,Nägel,sind brüchig,mit Rillen,,/beschwerden/eisenmangel/,Eisenmangel – TCM-Begleitung,medium,yes,medium,medium,/beschwerden/eisenmangel/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Nägel sind brüchig seit Monaten,nägel: sind brüchig seit monaten,Nägel,sind brüchig,seit Monaten,,/beschwerden/eisenmangel/,Eisenmangel – TCM-Begleitung,medium,yes,medium,medium,/beschwerden/eisenmangel/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Ohr fühlt sich verstopft an beim Kauen,ohr: fühlt sich verstopft an beim kauen,Ohr,fühlt sich verstopft an,beim Kauen,,/beschwerden/hoersturz/,Hörsturz,low,yes,medium,medium,/beschwerden/hoersturz/,medium,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Ohr fühlt sich verstopft an einseitig,ohr: fühlt sich verstopft an einseitig,Ohr,fühlt sich verstopft an,einseitig,,/beschwerden/hoersturz/,Hörsturz,low,yes,medium,medium,/beschwerden/hoersturz/,medium,REVIEW_MANUALLY,P3,"P3: Tube/Kiefer/Hörsturz-Differential; einseitig + anhaltend = ärztlich. Links: hoersturz, kieferschmerzen, sinusitis."
Ohr fühlt sich verstopft an ohne Erkältung,ohr: fühlt sich verstopft an ohne erkältung,Ohr,fühlt sich verstopft an,ohne Erkältung,,/beschwerden/hoersturz/,Hörsturz,low,yes,medium,medium,/beschwerden/hoersturz/,medium,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Ohr fühlt sich verstopft an seit Tagen,ohr: fühlt sich verstopft an seit tagen,Ohr,fühlt sich verstopft an,seit Tagen,,/beschwerden/hoersturz/,Hörsturz,low,yes,medium,medium,/beschwerden/hoersturz/,medium,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Ohr knackt beim Gähnen,ohr: knackt beim gähnen,Ohr,knackt,beim Gähnen,,/beschwerden/kieferschmerzen/,Kieferschmerzen & CMD,low,yes,medium,medium,/beschwerden/kieferschmerzen/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Ohr knackt beim Kauen,ohr: knackt beim kauen,Ohr,knackt,beim Kauen,,/beschwerden/kieferschmerzen/,Kieferschmerzen & CMD,low,yes,medium,medium,/beschwerden/kieferschmerzen/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Ohr knackt beim Schlucken,ohr: knackt beim schlucken,Ohr,knackt,beim Schlucken,,/beschwerden/kieferschmerzen/,Kieferschmerzen & CMD,low,yes,medium,medium,/beschwerden/kieferschmerzen/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Ohr pocht im Takt des Herzschlags beim Liegen,ohr: pocht im takt des herzschlags beim liegen,Ohr,pocht im Takt des Herzschlags,beim Liegen,,/beschwerden/tinnitus/,Tinnitus,low,yes,medium,medium,/beschwerden/tinnitus/,high,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Ohr pocht im Takt des Herzschlags einseitig,ohr: pocht im takt des herzschlags einseitig,Ohr,pocht im Takt des Herzschlags,einseitig,,/beschwerden/tinnitus/,Tinnitus,low,yes,medium,medium,/beschwerden/tinnitus/,high,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Rippen schmerzen beim Drehen,rippen: schmerzen beim drehen,Rippen,schmerzen,beim Drehen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,yes,medium,medium,/beschwerden/rueckenschmerzen/,high,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Rippen schmerzen beim Liegen,rippen: schmerzen beim liegen,Rippen,schmerzen,beim Liegen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,yes,medium,medium,/beschwerden/rueckenschmerzen/,high,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Rippen schmerzen beim tiefen Einatmen,rippen: schmerzen beim tiefen einatmen,Rippen,schmerzen,beim tiefen Einatmen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,yes,medium,medium,/beschwerden/rueckenschmerzen/,high,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Rücken schmerzt beim Husten,rücken: schmerzt beim husten,Rücken,schmerzt,beim Husten,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,yes,medium,medium,/beschwerden/rueckenschmerzen/,medium,REVIEW_MANUALLY,P3,"P3: mechanisches Muster, aber nah an rueckenschmerzen/bandscheibenvorfall; nur mit GSC-Beleg."
Rücken schmerzt beim Niesen,rücken: schmerzt beim niesen,Rücken,schmerzt,beim Niesen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,medium,yes,medium,medium,/beschwerden/rueckenschmerzen/,medium,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
gegen 3 Uhr aufwachen,schlaf: aufwachen gegen 3 uhr,Schlaf,Aufwachen,gegen 3 Uhr,,/beschwerden/schlafprobleme/,Schlafprobleme,medium,yes,medium,medium,/beschwerden/schlafprobleme/,medium,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Schleim sitzt im Hals morgens,schleim: sitzt im hals morgens,Schleim,sitzt im Hals,morgens,morgens,/beschwerden/sodbrennen/,Sodbrennen & Reflux,medium,yes,medium,medium,/beschwerden/sodbrennen/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Schleim sitzt im Hals nach Milchprodukten,schleim: sitzt im hals nach milchprodukten,Schleim,sitzt im Hals,nach Milchprodukten,,/beschwerden/sodbrennen/,Sodbrennen & Reflux,medium,yes,medium,medium,/beschwerden/sodbrennen/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Schluckauf bleibt immer nach dem Essen,schluckauf: bleibt immer nach dem essen,Schluckauf,bleibt,immer nach dem Essen,,/beschwerden/verdauungsprobleme/,Verdauungsprobleme,medium,yes,medium,medium,/beschwerden/verdauungsprobleme/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Schulter knackt bei jeder Bewegung,schulter: knackt bei jeder bewegung,Schulter,knackt,bei jeder Bewegung,,/beschwerden/schulterschmerzen/,Schulterschmerzen,low,yes,medium,medium,/beschwerden/schulterschmerzen/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Schulter knackt beim Kreisen,schulter: knackt beim kreisen,Schulter,knackt,beim Kreisen,,/beschwerden/schulterschmerzen/,Schulterschmerzen,low,yes,medium,medium,/beschwerden/schulterschmerzen/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Sehnenansatz schmerzt am Ellenbogen,sehnenansatz: schmerzt am ellenbogen,Sehnenansatz,schmerzt,am Ellenbogen,,/beschwerden/sehnenscheidenentzuendung/,"Sehnenscheidenentzündung: Behandlung, Dauer & was hilft",medium,yes,medium,medium,/beschwerden/sehnenscheidenentzuendung/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Sehnenansatz schmerzt an der Hüfte,sehnenansatz: schmerzt an der hüfte,Sehnenansatz,schmerzt,an der Hüfte,,/beschwerden/sehnenscheidenentzuendung/,"Sehnenscheidenentzündung: Behandlung, Dauer & was hilft",medium,yes,medium,medium,/beschwerden/sehnenscheidenentzuendung/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Sehnenansatz schmerzt an der Schulter,sehnenansatz: schmerzt an der schulter,Sehnenansatz,schmerzt,an der Schulter,,/beschwerden/sehnenscheidenentzuendung/,"Sehnenscheidenentzündung: Behandlung, Dauer & was hilft",medium,yes,medium,medium,/beschwerden/sehnenscheidenentzuendung/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Steissbein schmerzt beim Aufstehen vom Stuhl,steissbein: schmerzt beim aufstehen vom stuhl,Steissbein,schmerzt,beim Aufstehen vom Stuhl,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,low,yes,medium,medium,/beschwerden/rueckenschmerzen/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Steissbein schmerzt beim Sitzen,steissbein: schmerzt beim sitzen,Steissbein,schmerzt,beim Sitzen,,/beschwerden/rueckenschmerzen/,Rückenschmerzen,low,yes,medium,medium,/beschwerden/rueckenschmerzen/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Stimme ist heiser morgens,stimme: ist heiser morgens,Stimme,ist heiser,morgens,morgens,/beschwerden/sodbrennen/,Sodbrennen & Reflux,medium,yes,medium,medium,/beschwerden/sodbrennen/,high,REVIEW_MANUALLY,P3,P3: Reflux-Muster; Heiserkeit >6 Wochen = zwingend HNO — nur mit klarem Hinweis.
Stimme ist heiser ohne Erkältung,stimme: ist heiser ohne erkältung,Stimme,ist heiser,ohne Erkältung,,/beschwerden/sodbrennen/,Sodbrennen & Reflux,medium,yes,medium,medium,/beschwerden/sodbrennen/,high,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Stimme ist heiser seit Wochen,stimme: ist heiser seit wochen,Stimme,ist heiser,seit Wochen,,/beschwerden/sodbrennen/,Sodbrennen & Reflux,medium,yes,medium,medium,/beschwerden/sodbrennen/,high,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Wade krampft beim Einschlafen,wade: krampft beim einschlafen,Wade,krampft,beim Einschlafen,,/beschwerden/restless-legs/,Restless Legs,low,yes,medium,medium,/beschwerden/restless-legs/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Wade krampft beim Sport,wade: krampft beim sport,Wade,krampft,beim Sport,,/beschwerden/restless-legs/,Restless Legs,low,yes,medium,medium,/beschwerden/restless-legs/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Wade krampft morgens beim Strecken,wade: krampft morgens beim strecken,Wade,krampft,morgens beim Strecken,morgens,/beschwerden/restless-legs/,Restless Legs,low,yes,medium,medium,/beschwerden/restless-legs/,none,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Zunge brennt beim Essen,zunge: brennt beim essen,Zunge,brennt,beim Essen,,/beschwerden/wechseljahre/,Wechseljahre,low,yes,medium,medium,/beschwerden/wechseljahre/,medium,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Zunge brennt seit Wochen,zunge: brennt seit wochen,Zunge,brennt,seit Wochen,,/beschwerden/wechseljahre/,Wechseljahre,low,yes,medium,medium,/beschwerden/wechseljahre/,medium,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Zähne schmerzen bei Kälte,zähne: schmerzen bei kälte,Zähne,schmerzen,bei Kälte,,/beschwerden/zaehneknirschen/,Zähneknirschen,medium,yes,medium,medium,/beschwerden/zaehneknirschen/,medium,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Zähne schmerzen bei Stress,zähne: schmerzen bei stress,Zähne,schmerzen,bei Stress,,/beschwerden/zaehneknirschen/,Zähneknirschen,medium,yes,medium,medium,/beschwerden/zaehneknirschen/,medium,REVIEW_MANUALLY,P3,Muster-Intent plausibel eigenständig; manuell prüfen.
Zähne schmerzen ohne Befund beim Zahnarzt,zähne: schmerzen ohne befund beim zahnarzt,Zähne,schmerzen,ohne Befund beim Zahnarzt,,/beschwerden/zaehneknirschen/,Zähneknirschen,medium,yes,medium,medium,/beschwerden/zaehneknirschen/,medium,REVIEW_MANUALLY,P3,P3: CMD-/Knirsch-Muster; nah an zaehneknirschen/kieferschmerzen.
Arm wird taub nachts,arm: wird taub nachts,Arm,wird taub,nachts,nachts,/beschwerden/karpaltunnelsyndrom/,Karpaltunnelsyndrom,high,no,medium,medium,/beschwerden/karpaltunnelsyndrom/,medium,REJECT_CANNIBALIZATION,reject,Blockiert per do-not-create-intents.csv: /beschwerden/karpaltunnelsyndrom/ targetiert genau dieses Muster.
Warum arm wird taub beim Hochhalten?,arm: wird taub beim hochhalten,Arm,wird taub,beim Hochhalten,,/beschwerden/karpaltunnelsyndrom/,Karpaltunnelsyndrom,low,no,medium,medium,/beschwerden/karpaltunnelsyndrom/,medium,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Warum arm wird taub beim Schlafen auf der Seite?,arm: wird taub beim schlafen auf der seite,Arm,wird taub,beim Schlafen auf der Seite,,/beschwerden/karpaltunnelsyndrom/,Karpaltunnelsyndrom,low,no,medium,medium,/beschwerden/karpaltunnelsyndrom/,medium,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Warum arm wird taub beim Telefonieren?,arm: wird taub beim telefonieren,Arm,wird taub,beim Telefonieren,,/beschwerden/karpaltunnelsyndrom/,Karpaltunnelsyndrom,low,no,medium,medium,/beschwerden/karpaltunnelsyndrom/,medium,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Warum arm wird taub nachts?,arm: wird taub nachts,Arm,wird taub,nachts,nachts,/beschwerden/karpaltunnelsyndrom/,Karpaltunnelsyndrom,low,no,medium,medium,/beschwerden/karpaltunnelsyndrom/,medium,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Was bedeutet es wenn arm wird taub beim Hochhalten?,arm: wird taub beim hochhalten,Arm,wird taub,beim Hochhalten,,/beschwerden/karpaltunnelsyndrom/,Karpaltunnelsyndrom,low,no,medium,medium,/beschwerden/karpaltunnelsyndrom/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn arm wird taub beim Schlafen auf der Seite?,arm: wird taub beim schlafen auf der seite,Arm,wird taub,beim Schlafen auf der Seite,,/beschwerden/karpaltunnelsyndrom/,Karpaltunnelsyndrom,low,no,medium,medium,/beschwerden/karpaltunnelsyndrom/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn arm wird taub beim Telefonieren?,arm: wird taub beim telefonieren,Arm,wird taub,beim Telefonieren,,/beschwerden/karpaltunnelsyndrom/,Karpaltunnelsyndrom,low,no,medium,medium,/beschwerden/karpaltunnelsyndrom/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn arm wird taub nachts?,arm: wird taub nachts,Arm,wird taub,nachts,nachts,/beschwerden/karpaltunnelsyndrom/,Karpaltunnelsyndrom,low,no,medium,medium,/beschwerden/karpaltunnelsyndrom/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn arm wird taub beim Hochhalten?,arm: wird taub beim hochhalten,Arm,wird taub,beim Hochhalten,,/beschwerden/karpaltunnelsyndrom/,Karpaltunnelsyndrom,low,no,medium,medium,/beschwerden/karpaltunnelsyndrom/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Was tun wenn arm wird taub beim Schlafen auf der Seite?,arm: wird taub beim schlafen auf der seite,Arm,wird taub,beim Schlafen auf der Seite,,/beschwerden/karpaltunnelsyndrom/,Karpaltunnelsyndrom,low,no,medium,medium,/beschwerden/karpaltunnelsyndrom/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Was tun wenn arm wird taub beim Telefonieren?,arm: wird taub beim telefonieren,Arm,wird taub,beim Telefonieren,,/beschwerden/karpaltunnelsyndrom/,Karpaltunnelsyndrom,low,no,medium,medium,/beschwerden/karpaltunnelsyndrom/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Was tun wenn arm wird taub nachts?,arm: wird taub nachts,Arm,wird taub,nachts,nachts,/beschwerden/karpaltunnelsyndrom/,Karpaltunnelsyndrom,low,no,medium,medium,/beschwerden/karpaltunnelsyndrom/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Atem ist kurz beim Sprechen,atem: ist kurz beim sprechen,Atem,ist kurz,beim Sprechen,,/beschwerden/asthma/,Asthma,low,yes,medium,medium,/beschwerden/asthma/,high,REJECT_MEDICAL_RISK,reject,Potenziell gefährliches Leitsymptom — primär ärztliche Abklärung.
Atem ist kurz beim Treppensteigen,atem: ist kurz beim treppensteigen,Atem,ist kurz,beim Treppensteigen,,/beschwerden/asthma/,Asthma,low,yes,medium,medium,/beschwerden/asthma/,high,REJECT_MEDICAL_RISK,reject,Potenziell gefährliches Leitsymptom — primär ärztliche Abklärung.
